state,candidate,party,year,candidatevotes
Colorado,"Stein, Jill",3.0,2016,38437
Colorado,Scattering,3.0,2016,31485
Colorado,"Castle, Darrell L.",3.0,2016,11699
Colorado,"Keniston, Chris",3.0,2016,5028
Colorado,"De La Fuente, Roque """"Rocky""""",3.0,2016,1255
Colorado,"Kopitke, Kyle Kenley",3.0,2016,1096
Colorado,"Maldonado, Joseph Allen",3.0,2016,872
Colorado,"Maturen, Michael A.",3.0,2016,862
Colorado,"Silva, Rod",3.0,2016,751
Colorado,"Hoefling, Tom",3.0,2016,710
Colorado,"La Riva, Gloria Estella",3.0,2016,531
Colorado,"Kennedy, Alyson",3.0,2016,452
Colorado,"Kotlikoff, Laurence",3.0,2016,392
Colorado,"Lyttle, Bradford",3.0,2016,382
Colorado,"Atwood, Frank",3.0,2016,337
Colorado,"Emidio """"Mimi"""", Soltysik",3.0,2016,271
Colorado,"Hedges, James",3.0,2016,185
Connecticut,"Clinton, Hillary",1.0,2016,897572
Connecticut,"Trump, Donald J.",2.0,2016,673215
Connecticut,"Johnson, Gary",3.0,2016,48676
Connecticut,"Stein, Jill",3.0,2016,22841
Connecticut,Blank Vote,3.0,2016,2616
Delaware,"Clinton, Hillary",1.0,2016,235603
Delaware,"Trump, Donald J.",2.0,2016,185127
Delaware,"Johnson, Gary",3.0,2016,14757
Delaware,"Stein, Jill",3.0,2016,6103
District of Columbia,"Clinton, Hillary",1.0,2016,282830
District of Columbia,"Trump, Donald J.",2.0,2016,12723
District of Columbia,Blank Vote,3.0,2016,6551
District of Columbia,"Johnson, Gary",3.0,2016,4906
District of Columbia,"Stein, Jill",3.0,2016,4258
District of Columbia,Blank Vote,3.0,2016,1064
District of Columbia,Over Vote,3.0,2016,243
Florida,"Trump, Donald J.",2.0,2016,4617886
Florida,"Clinton, Hillary",1.0,2016,4504975
Florida,"Johnson, Gary",3.0,2016,207043
Florida,"Stein, Jill",3.0,2016,64399
Florida,"Castle, Darrell L.",3.0,2016,16475
Florida,"De La Fuente, Roque """"Rocky""""",3.0,2016,9108
Florida,Blank Vote,3.0,2016,153
Georgia,"Trump, Donald J.",2.0,2016,2089104
Georgia,"Clinton, Hillary",1.0,2016,1877963
Georgia,"Johnson, Gary",3.0,2016,125306
Georgia,Blank Vote,3.0,2016,22359
Hawaii,"Clinton, Hillary",1.0,2016,266891
Hawaii,"Trump, Donald J.",2.0,2016,128847
Hawaii,"Johnson, Gary",3.0,2016,15954
Hawaii,"Stein, Jill",3.0,2016,12737
Hawaii,Blank Vote,3.0,2016,8289
Hawaii,"Castle, Darrell L.",3.0,2016,4508
Hawaii,Over Vote,3.0,2016,438
Idaho,"Trump, Donald J.",2.0,2016,409055
Idaho,"Clinton, Hillary",1.0,2016,189765
Idaho,"McMullin, Evan",3.0,2016,60748
Idaho,"Johnson, Gary",3.0,2016,28331
Idaho,"Castle, Darrell L.",3.0,2016,2356
Illinois,"Clinton, Hillary",1.0,2016,3090729
Illinois,"Trump, Donald J.",2.0,2016,2146015
Illinois,"Johnson, Gary",3.0,2016,209596
Illinois,"Stein, Jill",3.0,2016,76802
Illinois,Blank Vote,3.0,2016,13282
Indiana,"Trump, Donald J.",2.0,2016,1557286
Indiana,"Clinton, Hillary",1.0,2016,1033126
Indiana,"Johnson, Gary",3.0,2016,133993
Indiana,Blank Vote,3.0,2016,7841
Indiana,"Castle, Darrell L.",3.0,2016,1937
Indiana,Blank Vote,3.0,2016,718
Indiana,"Emidio """"Mimi"""", Soltysik",3.0,2016,57
Iowa,"Trump, Donald J.",2.0,2016,800983
Iowa,"Clinton, Hillary",1.0,2016,653669
Iowa,"Johnson, Gary",3.0,2016,59186
Iowa,Blank Vote,3.0,2016,17746
Iowa,"McMullin, Evan",3.0,2016,12366
Iowa,"Stein, Jill",3.0,2016,11479
Iowa,"Castle, Darrell L.",3.0,2016,5335
Iowa,"Kahn, Lynn S.",3.0,2016,2247
Iowa,"Vacek, Dan",3.0,2016,2246
Iowa,"La Riva, Gloria Estella",3.0,2016,323
Kansas,"Trump, Donald J.",2.0,2016,671018
Kansas,"Clinton, Hillary",1.0,2016,427005
Kansas,"Johnson, Gary",3.0,2016,55406
Kansas,"Stein, Jill",3.0,2016,23506
Kansas,Blank Vote,3.0,2016,7467
Kentucky,"Trump, Donald J.",2.0,2016,1202971
Kentucky,"Clinton, Hillary",1.0,2016,628854
Kentucky,"Johnson, Gary",3.0,2016,53752
Kentucky,"McMullin, Evan",3.0,2016,22780
Kentucky,"Stein, Jill",3.0,2016,13913
Kentucky,"De La Fuente, Roque """"Rocky""""",3.0,2016,1128
Kentucky,Blank Vote,3.0,2016,751
Louisiana,"Trump, Donald J.",2.0,2016,1178638
Louisiana,"Clinton, Hillary",1.0,2016,780154
Louisiana,"Johnson, Gary",3.0,2016,37978
Louisiana,Other,3.0,2016,18231
Louisiana,"Stein, Jill",3.0,2016,14031
Maine,"Clinton, Hillary",1.0,2016,357735
Maine,"Trump, Donald J.",2.0,2016,335593
Maine,"Johnson, Gary",3.0,2016,38105
Maine,Blank Vote,3.0,2016,23965
Maine,"Stein, Jill",3.0,2016,14251
Maine,Blank Vote,3.0,2016,2243
Maryland,"Clinton, Hillary",1.0,2016,1677928
Maryland,"Trump, Donald J.",2.0,2016,943169
Maryland,"Johnson, Gary",3.0,2016,79605
Maryland,"Stein, Jill",3.0,2016,35945
Maryland,Blank Vote,3.0,2016,33263
Maryland,Other,3.0,2016,10921
Maryland,Blank Vote,3.0,2016,278
Maryland,"Trump, Donald J.",2.0,2016,259
Maryland,"Clinton, Hillary",1.0,2016,78
Massachusetts,"Clinton, Hillary",1.0,2016,1995196
Massachusetts,"Trump, Donald J.",2.0,2016,1090893
Massachusetts,"Johnson, Gary",3.0,2016,138018
Massachusetts,Blank Vote,3.0,2016,53775
Massachusetts,Other,3.0,2016,50488
Massachusetts,"Stein, Jill",3.0,2016,47661
Massachusetts,Blank Vote,3.0,2016,2790
Michigan,"Trump, Donald J.",2.0,2016,2279543
Michigan,"Clinton, Hillary",1.0,2016,2268839
Michigan,"Johnson, Gary",3.0,2016,172136
Michigan,"Stein, Jill",3.0,2016,51463
Michigan,"Castle, Darrell L.",3.0,2016,16139
Michigan,Blank Vote,3.0,2016,8955
Michigan,"Emidio """"Mimi"""", Soltysik",3.0,2016,2209
Minnesota,"Clinton, Hillary",1.0,2016,1367705
Minnesota,"Trump, Donald J.",2.0,2016,1322949
Minnesota,"Johnson, Gary",3.0,2016,112972
Minnesota,"McMullin, Evan",3.0,2016,53075
Minnesota,"Stein, Jill",3.0,2016,36986
Minnesota,Blank Vote,3.0,2016,27247
Minnesota,"Vacek, Dan",3.0,2016,11291
Minnesota,"Castle, Darrell L.",3.0,2016,9456
Minnesota,"Kennedy, Alyson",3.0,2016,1671
Minnesota,"De La Fuente, Roque """"Rocky""""",3.0,2016,1430
Mississippi,"Trump, Donald J.",2.0,2016,700714
Mississippi,"Clinton, Hillary",1.0,2016,485131
Mississippi,"Johnson, Gary",3.0,2016,14435
Mississippi,"Castle, Darrell L.",3.0,2016,3987
Mississippi,"Stein, Jill",3.0,2016,3731
Mississippi,"Hedges, James",3.0,2016,715
Mississippi,"De La Fuente, Roque """"Rocky""""",3.0,2016,644
Missouri,"Trump, Donald J.",2.0,2016,1594511
Missouri,"Clinton, Hillary",1.0,2016,1071068
Missouri,"Johnson, Gary",3.0,2016,97359
Missouri,"Stein, Jill",3.0,2016,25419
Missouri,"Castle, Darrell L.",3.0,2016,13092
Missouri,Blank Vote,3.0,2016,7156
Montana,"Trump, Donald J.",2.0,2016,279240
Montana,"Clinton, Hillary",1.0,2016,177709
Montana,"Johnson, Gary",3.0,2016,28037
Montana,"Stein, Jill",3.0,2016,7970
Montana,"De La Fuente, Roque """"Rocky""""",3.0,2016,1570
Nebraska,"Trump, Donald J.",2.0,2016,495961
Nebraska,"Clinton, Hillary",1.0,2016,284494
Nebraska,"Johnson, Gary",3.0,2016,38946
Nebraska,Blank Vote,3.0,2016,16051
Nebraska,"Stein, Jill",3.0,2016,8775
Nevada,"Clinton, Hillary",1.0,2016,539260
Nevada,"Trump, Donald J.",2.0,2016,512058
Nevada,"Johnson, Gary",3.0,2016,37384
Nevada,None Of The Above,3.0,2016,28863
Nevada,"Kopitke, Kyle Kenley",3.0,2016,5268
Nevada,"De La Fuente, Roque """"Rocky""""",3.0,2016,2552
New Hampshire,"Clinton, Hillary",1.0,2016,348526
New Hampshire,"Trump, Donald J.",2.0,2016,345790
New Hampshire,"Johnson, Gary",3.0,2016,30777
New Hampshire,Blank Vote,3.0,2016,9618
New Hampshire,"Stein, Jill",3.0,2016,6496
New Hampshire,Scattering,3.0,2016,2411
New Hampshire,"De La Fuente, Roque """"Rocky""""",3.0,2016,678
New Jersey,"Clinton, Hillary",1.0,2016,2148278
New Jersey,"Trump, Donald J.",2.0,2016,1601933
New Jersey,"Johnson, Gary",3.0,2016,72477
New Jersey,"Stein, Jill",3.0,2016,37772
New Jersey,"Castle, Darrell L.",3.0,2016,6161
New Jersey,"Kennedy, Alyson",3.0,2016,2156
New Jersey,"De La Fuente, Roque """"Rocky""""",3.0,2016,1838
New Jersey,"Moorehead, Monica",3.0,2016,1749
New Jersey,"La Riva, Gloria Estella",3.0,2016,1682
New Mexico,"Clinton, Hillary",1.0,2016,385234
New Mexico,"Trump, Donald J.",2.0,2016,319667
New Mexico,"Johnson, Gary",3.0,2016,74541
New Mexico,"Stein, Jill",3.0,2016,9879
New Mexico,"McMullin, Evan",3.0,2016,5825
New Mexico,"Castle, Darrell L.",3.0,2016,1514
New Mexico,"La Riva, Gloria Estella",3.0,2016,1184
New Mexico,"De La Fuente, Roque """"Rocky""""",3.0,2016,475
New York,"Clinton, Hillary",1.0,2016,4379789
New York,"Trump, Donald J.",2.0,2016,2527142
New York,"Trump, Donald J.",3.0,2016,292392
New York,"Clinton, Hillary",3.0,2016,140041
New York,"Johnson, Gary",3.0,2016,119156
New York,"Stein, Jill",3.0,2016,107934
New York,Blank Vote,3.0,2016,77179
New York,"Johnson, Gary",3.0,2016,57442
New York,Scattering,3.0,2016,48447
New York,"Clinton, Hillary",3.0,2016,36294
New York,Blank Vote,3.0,2016,12816
New York,Void Vote,3.0,2016,3452
North Carolina,"Trump, Donald J.",2.0,2016,2362631
North Carolina,"Clinton, Hillary",1.0,2016,2189316
North Carolina,"Johnson, Gary",3.0,2016,130126
North Carolina,Scattering,3.0,2016,47386
North Carolina,Blank Vote,3.0,2016,12105
North Dakota,"Trump, Donald J.",2.0,2016,216794
North Dakota,"Clinton, Hillary",1.0,2016,93758
North Dakota,"Johnson, Gary",3.0,2016,21434
North Dakota,Blank Vote,3.0,2016,6397
North Dakota,"Stein, Jill",3.0,2016,3780
North Dakota,"Castle, Darrell L.",3.0,2016,1833
North Dakota,"De La Fuente, Roque """"Rocky""""",3.0,2016,364
Ohio,"Trump, Donald J.",2.0,2016,2841005
Ohio,"Clinton, Hillary",1.0,2016,2394164
Ohio,Blank Vote,3.0,2016,198733
Ohio,"Stein, Jill",3.0,2016,46271
Ohio,Blank Vote,3.0,2016,16314
Oklahoma,"Trump, Donald J.",2.0,2016,949136
Oklahoma,"Clinton, Hillary",1.0,2016,420375
Oklahoma,"Johnson, Gary",3.0,2016,83481
Oregon,"Clinton, Hillary",1.0,2016,1002106
Oregon,"Trump, Donald J.",2.0,2016,782403
Oregon,"Johnson, Gary",3.0,2016,94231
Oregon,Other,3.0,2016,72594
Oregon,"Stein, Jill",3.0,2016,50002
Pennsylvania,"Trump, Donald J.",2.0,2016,2970733
Pennsylvania,"Clinton, Hillary",1.0,2016,2926441
Pennsylvania,"Johnson, Gary",3.0,2016,146715
Pennsylvania,"Stein, Jill",3.0,2016,49941
Pennsylvania,"Castle, Darrell L.",3.0,2016,21572
Rhode Island,"Clinton, Hillary",1.0,2016,252525
Rhode Island,"Trump, Donald J.",2.0,2016,180543
Rhode Island,"Johnson, Gary",3.0,2016,14746
Rhode Island,Blank Vote,3.0,2016,9439
Rhode Island,"Stein, Jill",3.0,2016,6220
Rhode Island,"De La Fuente, Roque """"Rocky""""",3.0,2016,671
South Carolina,"Trump, Donald J.",2.0,2016,1155389
South Carolina,"Clinton, Hillary",1.0,2016,855373
South Carolina,"Johnson, Gary",3.0,2016,49204
South Carolina,"McMullin, Evan",3.0,2016,21016
South Carolina,"Stein, Jill",3.0,2016,13034
South Carolina,"Castle, Darrell L.",3.0,2016,5765
South Carolina,"Skewes, Peter",3.0,2016,3246
South Dakota,"Trump, Donald J.",2.0,2016,227721
South Dakota,"Clinton, Hillary",1.0,2016,117458
South Dakota,"Johnson, Gary",3.0,2016,20850
South Dakota,"Castle, Darrell L.",3.0,2016,4064
Tennessee,"Trump, Donald J.",2.0,2016,1522925
Tennessee,"Clinton, Hillary",1.0,2016,870695
Tennessee,Blank Vote,3.0,2016,100618
Tennessee,Blank Vote,3.0,2016,13789
Texas,"Trump, Donald J.",2.0,2016,4685047
Texas,"Clinton, Hillary",1.0,2016,3877868
Texas,"Johnson, Gary",3.0,2016,283492
Texas,"Stein, Jill",3.0,2016,71558
Texas,Blank Vote,3.0,2016,51261
Utah,"Trump, Donald J.",2.0,2016,515211
Utah,"Clinton, Hillary",1.0,2016,310674
Utah,"McMullin, Evan",3.0,2016,255060
Utah,"Johnson, Gary",3.0,2016,39608
Utah,"Castle, Darrell L.",3.0,2016,8032
Utah,"Kopitke, Kyle Kenley",3.0,2016,2732
Vermont,"Clinton, Hillary",1.0,2016,178573
Vermont,"Trump, Donald J.",2.0,2016,95369
Vermont,Blank Vote,3.0,2016,22899
Vermont,"Johnson, Gary",3.0,2016,10078
Vermont,"Stein, Jill",3.0,2016,6758
Vermont,Blank Vote,3.0,2016,4574
Vermont,"De La Fuente, Roque """"Rocky""""",3.0,2016,1063
Vermont,Void Vote,3.0,2016,826
Vermont,"La Riva, Gloria Estella",3.0,2016,327
Virginia,"Clinton, Hillary",1.0,2016,1981473
Virginia,"Trump, Donald J.",2.0,2016,1769443
Virginia,"Johnson, Gary",3.0,2016,118274
Virginia,"McMullin, Evan",3.0,2016,54054
Virginia,Blank Vote,3.0,2016,31870
Virginia,"Stein, Jill",3.0,2016,27638
Washington,"Clinton, Hillary",1.0,2016,1742718
Washington,"Trump, Donald J.",2.0,2016,1221747
Washington,"Johnson, Gary",3.0,2016,160879
Washington,Blank Vote,3.0,2016,107805
Washington,"Stein, Jill",3.0,2016,58417
Washington,"Castle, Darrell L.",3.0,2016,17623
Washington,"Kennedy, Alyson",3.0,2016,4307
Washington,"La Riva, Gloria Estella",3.0,2016,3523
West Virginia,"Trump, Donald J.",2.0,2016,489371
West Virginia,"Clinton, Hillary",1.0,2016,188794
West Virginia,"Johnson, Gary",3.0,2016,23004
West Virginia,"Stein, Jill",3.0,2016,8075
West Virginia,"Castle, Darrell L.",3.0,2016,3807
Wisconsin,"Trump, Donald J.",2.0,2016,1405284
Wisconsin,"Clinton, Hillary",1.0,2016,1382536
Wisconsin,"Johnson, Gary",3.0,2016,106674
Wisconsin,"Stein, Jill",3.0,2016,31072
Wisconsin,Scattering,3.0,2016,22764
Wisconsin,Blank Vote,3.0,2016,12386
Wisconsin,"Castle, Darrell L.",3.0,2016,12162
Wisconsin,"Moorehead, Monica",3.0,2016,1770
Wisconsin,"De La Fuente, Roque """"Rocky""""",3.0,2016,1502
Wyoming,"Trump, Donald J.",2.0,2016,174419
Wyoming,"Clinton, Hillary",1.0,2016,55973
Wyoming,"Johnson, Gary",3.0,2016,13287
Wyoming,Blank Vote,3.0,2016,6904
Wyoming,Blank Vote,3.0,2016,3224
Wyoming,Blank Vote,3.0,2016,2661
Wyoming,"Castle, Darrell L.",3.0,2016,2042
Wyoming,Over Vote,3.0,2016,278
Alabama, Write-ins,3.0,2020,7312
Alabama,Donald Trump,2.0,2020,1441170
Alabama,Jo Jorgensen,3.0,2020,25176
Alabama,Joe Biden,1.0,2020,849624
Alaska, Write-ins,3.0,2020,76
Alaska,Brock Pierce,3.0,2020,822
Alaska,Don Blankenship,3.0,2020,1120
Alaska,Donald Trump,2.0,2020,189484
Alaska,Jesse Ventura,3.0,2020,2664
Alaska,Jo Jorgensen,3.0,2020,8876
Alaska,Joe Biden,1.0,2020,153129
Alaska,Rocky De La Fuente,3.0,2020,317
Arizona, Write-ins,3.0,2020,551
Arizona,Donald Trump,2.0,2020,1661686
Arizona,Jo Jorgensen,3.0,2020,51465
Arizona,Joe Biden,1.0,2020,1672143
Arkansas,Brian Carroll,3.0,2020,1713
Arkansas,Brock Pierce,3.0,2020,2141
Arkansas,Connie Gammon,3.0,2020,1473
Arkansas,Don Blankenship,3.0,2020,2108
Arkansas,Donald Trump,2.0,2020,760613
Arkansas,Gloria La Riva,3.0,2020,1336
Arkansas,Howie Hawkins,3.0,2020,2979
Arkansas,Jo Jorgensen,3.0,2020,13134
Arkansas,Joe Biden,1.0,2020,423916
Arkansas,John Richard Myers,3.0,2020,1372
Arkansas,Kanye West,3.0,2020,4098
Arkansas,Phil Collins,3.0,2020,2812
Arkansas,Rocky De La Fuente,3.0,2020,1319
California, Write-ins,3.0,2020,5
California,Donald Trump,2.0,2020,5982194
California,Gloria La Riva,3.0,2020,50823
California,Howie Hawkins,3.0,2020,80729
California,Jo Jorgensen,3.0,2020,187154
California,Joe Biden,1.0,2020,11082293
California,Rocky De La Fuente,3.0,2020,59845
Colorado, Write-ins,3.0,2020,0
Colorado,Alyson Kennedy,3.0,2020,354
Colorado,Bill Hammons,3.0,2020,2730
Colorado,Blake Huber,3.0,2020,355
Colorado,Brian Carroll,3.0,2020,2516
Colorado,Brock Pierce,3.0,2020,572
Colorado,Dario Hunter,3.0,2020,379
Colorado,Don Blankenship,3.0,2020,5061
Colorado,Donald Trump,2.0,2020,1364471
Colorado,Gloria La Riva,3.0,2020,1035
Colorado,Howie Hawkins,3.0,2020,8984
Colorado,Jo Jorgensen,3.0,2020,52454
Colorado,Joe Biden,1.0,2020,1804196
Colorado,Joe McHugh,3.0,2020,614
Colorado,Jordan Scott,3.0,2020,175
Colorado,Joseph Kishore,3.0,2020,196
Colorado,Kanye West,3.0,2020,8086
Colorado,Kyle Kopitke,3.0,2020,762
Colorado,Mark Charles,3.0,2020,2011
Colorado,Phil Collins,3.0,2020,568
Colorado,Princess Jacob-Fambro,3.0,2020,495
Colorado,Rocky De La Fuente,3.0,2020,636
Connecticut, Write-ins,3.0,2020,578
Connecticut,Donald Trump,2.0,2020,715291
Connecticut,Howie Hawkins,3.0,2020,7541
Connecticut,Jo Jorgensen,3.0,2020,20227
Connecticut,Joe Biden,1.0,2020,1080680
Delaware,Donald Trump,2.0,2020,200603
Delaware,Howie Hawkins,3.0,2020,2139
Delaware,Jo Jorgensen,3.0,2020,5000
Delaware,Joe Biden,1.0,2020,296268
District of Columbia, Write-ins,3.0,2020,3137
District of Columbia,Brock Pierce,3.0,2020,693
District of Columbia,Donald Trump,2.0,2020,18586
District of Columbia,Gloria La Riva,3.0,2020,855
District of Columbia,Howie Hawkins,3.0,2020,1726
District of Columbia,Jo Jorgensen,3.0,2020,2036
District of Columbia,Joe Biden,1.0,2020,317323
Florida, Write-ins,3.0,2020,1055
Florida,Don Blankenship,3.0,2020,3902
Florida,Donald Trump,2.0,2020,5668731
Florida,Gloria La Riva,3.0,2020,5712
Florida,Howie Hawkins,3.0,2020,14721
Florida,Jo Jorgensen,3.0,2020,70324
Florida,Joe Biden,1.0,2020,5297045
Florida,Rocky De La Fuente,3.0,2020,5966
Georgia, Write-ins,3.0,2020,84
Georgia,Donald Trump,2.0,2020,2461837
Georgia,Jo Jorgensen,3.0,2020,62138
Georgia,Joe Biden,1.0,2020,2474507
Hawaii,Brock Pierce,3.0,2020,1183
Hawaii,Don Blankenship,3.0,2020,931
Hawaii,Donald Trump,2.0,2020,196864
Hawaii,Howie Hawkins,3.0,2020,3822
Hawaii,Jo Jorgensen,3.0,2020,5539
Hawaii,Joe Biden,1.0,2020,366130
Idaho, Write-ins,3.0,2020,745
Idaho,Brock Pierce,3.0,2020,2808
Idaho,Don Blankenship,3.0,2020,1886
Idaho,Donald Trump,2.0,2020,554118
Idaho,Jo Jorgensen,3.0,2020,16404
Idaho,Joe Biden,1.0,2020,287021
Idaho,Kanye West,3.0,2020,3632
Idaho,Rocky De La Fuente,3.0,2020,1491
Illinois, Write-ins,3.0,2020,5535
Illinois,Brian Carroll,3.0,2020,11036
Illinois,Donald Trump,2.0,2020,2814790
Illinois,Gloria La Riva,3.0,2020,9361
Illinois,Howie Hawkins,3.0,2020,36101
Illinois,Jo Jorgensen,3.0,2020,75488
Illinois,Joe Biden,1.0,2020,4241849
Indiana, Write-ins,3.0,2020,1951
Indiana,Donald Trump,2.0,2020,1729852
Indiana,Jo Jorgensen,3.0,2020,58900
Indiana,Joe Biden,1.0,2020,1242495
Iowa, Write-ins,3.0,2020,1470
Iowa,Brock Pierce,3.0,2020,551
Iowa,Don Blankenship,3.0,2020,2306
Iowa,Donald Trump,2.0,2020,897467
Iowa,Howie Hawkins,3.0,2020,3073
Iowa,Jo Jorgensen,3.0,2020,19726
Iowa,Joe Biden,1.0,2020,758881
Iowa,Kanye West,3.0,2020,3207
Iowa,Ricki Sue King,3.0,2020,547
Iowa,Rocky De La Fuente,3.0,2020,1082
Kansas, Write-ins,3.0,2020,291
Kansas,Donald Trump,2.0,2020,752903
Kansas,Jo Jorgensen,3.0,2020,29466
Kansas,Joe Biden,1.0,2020,551144
Kentucky, Write-ins,3.0,2020,1332
Kentucky,Brock Pierce,3.0,2020,3599
Kentucky,Donald Trump,2.0,2020,1326646
Kentucky,Jo Jorgensen,3.0,2020,26234
Kentucky,Joe Biden,1.0,2020,772474
Kentucky,Kanye West,3.0,2020,6483
Louisiana,Alyson Kennedy,3.0,2020,536
Louisiana,Bill Hammons,3.0,2020,662
Louisiana,Brian Carroll,3.0,2020,2497
Louisiana,Brock Pierce,3.0,2020,749
Louisiana,Don Blankenship,3.0,2020,860
Louisiana,Donald Trump,2.0,2020,1255776
Louisiana,Gloria La Riva,3.0,2020,987
Louisiana,Jade Simmons,3.0,2020,1626
Louisiana,Jo Jorgensen,3.0,2020,21645
Louisiana,Joe Biden,1.0,2020,856034
Louisiana,Kanye West,3.0,2020,4897
Louisiana,President Boddie,3.0,2020,1125
Louisiana,Tom Hoefling,3.0,2020,668
Maine, Write-ins,3.0,2020,1217
Maine,Donald Trump,2.0,2020,360446
Maine,Howie Hawkins,3.0,2020,8200
Maine,Jo Jorgensen,3.0,2020,14036
Maine,Joe Biden,1.0,2020,431277
Maine,Rocky De La Fuente,3.0,2020,1252
Maryland,Donald Trump,2.0,2020,976414
Maryland,Howie Hawkins,3.0,2020,15799
Maryland,Jerome Segal,3.0,2020,5884
Maryland,Jo Jorgensen,3.0,2020,33488
Maryland,Joe Biden,1.0,2020,1985023
Massachusetts, Write-ins,3.0,2020,16402
Massachusetts,Donald Trump,2.0,2020,1167202
Massachusetts,Howie Hawkins,3.0,2020,18658
Massachusetts,Jo Jorgensen,3.0,2020,47009
Massachusetts,Joe Biden,1.0,2020,2382202
Michigan, Write-ins,3.0,2020,5890
Michigan,Don Blankenship,3.0,2020,7235
Michigan,Donald Trump,2.0,2020,2649852
Michigan,Howie Hawkins,3.0,2020,13718
Michigan,Jo Jorgensen,3.0,2020,60381
Michigan,Joe Biden,1.0,2020,2804040
Michigan,Rocky De La Fuente,3.0,2020,2986
Minnesota, Write-ins,3.0,2020,9965
Minnesota,Alyson Kennedy,3.0,2020,643
Minnesota,Brock Pierce,3.0,2020,5651
Minnesota,Donald Trump,2.0,2020,1484065
Minnesota,Gloria La Riva,3.0,2020,1210
Minnesota,Howie Hawkins,3.0,2020,10033
Minnesota,Jo Jorgensen,3.0,2020,34975
Minnesota,Joe Biden,1.0,2020,1717077
Minnesota,Kanye West,3.0,2020,7940
Minnesota,Rocky De La Fuente,3.0,2020,5611
Mississippi, Write-ins,3.0,2020,1423
Mississippi,Brian Carroll,3.0,2020,1161
Mississippi,Brock Pierce,3.0,2020,659
Mississippi,Don Blankenship,3.0,2020,1279
Mississippi,Donald Trump,2.0,2020,756731
Mississippi,Howie Hawkins,3.0,2020,1498
Mississippi,Jo Jorgensen,3.0,2020,8024
Mississippi,Joe Biden,1.0,2020,539494
Mississippi,Kanye West,3.0,2020,3655
Mississippi,Phil Collins,3.0,2020,1316
Missouri, Write-ins,3.0,2020,4723
Missouri,Don Blankenship,3.0,2020,3918
Missouri,Donald Trump,2.0,2020,1717912
Missouri,Howie Hawkins,3.0,2020,8307
Missouri,Jo Jorgensen,3.0,2020,41165
Missouri,Joe Biden,1.0,2020,1253561
Montana, Write-ins,3.0,2020,2110
Montana,Donald Trump,2.0,2020,343602
Montana,Jo Jorgensen,3.0,2020,15252
Montana,Joe Biden,1.0,2020,244786
Nebraska, Write-ins,3.0,2020,559
Nebraska,Donald Trump,2.0,2020,556846
Nebraska,Jo Jorgensen,3.0,2020,20283
Nebraska,Joe Biden,1.0,2020,374583
Nevada, None of these candidates,3.0,2020,14079
Nevada,Don Blankenship,3.0,2020,3138
Nevada,Donald Trump,2.0,2020,669890
Nevada,Jo Jorgensen,3.0,2020,14783
Nevada,Joe Biden,1.0,2020,703486
New Hampshire, Write-ins,3.0,2020,620
New Hampshire,Donald Trump,2.0,2020,365654
New Hampshire,Jo Jorgensen,3.0,2020,13235
New Hampshire,Joe Biden,1.0,2020,424921
New Jersey, Write-ins,3.0,2020,18252
New Jersey,Bill Hammons,3.0,2020,3254
New Jersey,Don Blankenship,3.0,2020,2954
New Jersey,Donald Trump,2.0,2020,1882454
New Jersey,Gloria La Riva,3.0,2020,2927
New Jersey,Howie Hawkins,3.0,2020,14199
New Jersey,Jo Jorgensen,3.0,2020,31660
New Jersey,Joe Biden,1.0,2020,2607331
New Jersey,Rocky De La Fuente,3.0,2020,2726
New Mexico,Donald Trump,2.0,2020,401894
New Mexico,Gloria La Riva,3.0,2020,1640
New Mexico,Howie Hawkins,3.0,2020,4426
New Mexico,Jo Jorgensen,3.0,2020,12585
New Mexico,Joe Biden,1.0,2020,501614
New Mexico,Sheila Samm Tittle,3.0,2020,1806
New York, Write-ins,3.0,2020,9060
New York,Brock Pierce,3.0,2020,20049
New York,Donald Trump,2.0,2020,3003631
New York,Howie Hawkins,3.0,2020,26343
New York,Jo Jorgensen,3.0,2020,53103
New York,Joe Biden,1.0,2020,4131812
North Carolina, Write-ins,3.0,2020,13315
North Carolina,Don Blankenship,3.0,2020,7549
North Carolina,Donald Trump,2.0,2020,2758773
North Carolina,Howie Hawkins,3.0,2020,12194
North Carolina,Jo Jorgensen,3.0,2020,48678
North Carolina,Joe Biden,1.0,2020,2684292
North Dakota, Write-ins,3.0,2020,1929
North Dakota,Donald Trump,2.0,2020,235595
North Dakota,Jo Jorgensen,3.0,2020,9393
North Dakota,Joe Biden,1.0,2020,114902
Ohio, Write-ins,3.0,2020,1822
Ohio,Donald Trump,2.0,2020,3154834
Ohio,Howie Hawkins,3.0,2020,18812
Ohio,Jo Jorgensen,3.0,2020,67569
Ohio,Joe Biden,1.0,2020,2679165
Oklahoma,Brock Pierce,3.0,2020,2547
Oklahoma,Donald Trump,2.0,2020,1020280
Oklahoma,Jade Simmons,3.0,2020,3654
Oklahoma,Jo Jorgensen,3.0,2020,24731
Oklahoma,Joe Biden,1.0,2020,503890
Oklahoma,Kanye West,3.0,2020,5597
Oregon, Write-ins,3.0,2020,13901
Oregon,Dario Hunter,3.0,2020,4986
Oregon,Donald Trump,2.0,2020,958410
Oregon,Howie Hawkins,3.0,2020,11832
Oregon,Jo Jorgensen,3.0,2020,41581
Oregon,Joe Biden,1.0,2020,1340291
Pennsylvania, Write-ins,3.0,2020,6423
