state,candidate,party,year,candidatevotes
Nebraska,"Clark, Edward """"Ed""""",3.0,1980,9041
Nevada,"Reagan, Ronald",2.0,1980,155017
Nevada,"Carter, Jimmy",1.0,1980,66666
Nevada,"Anderson, John B.",3.0,1980,17651
Nevada,"Clark, Edward """"Ed""""",3.0,1980,4358
New Hampshire,"Reagan, Ronald",2.0,1980,221705
New Hampshire,"Carter, Jimmy",1.0,1980,108864
New Hampshire,"Anderson, John B.",3.0,1980,49693
New Hampshire,"Clark, Edward """"Ed""""",3.0,1980,2064
New Hampshire,"Commoner, Barry",3.0,1980,1320
New Hampshire,"Hall, Gus",3.0,1980,129
New Hampshire,"Griswold, Deirdre",3.0,1980,76
New Hampshire,"Deberry, Clifton",3.0,1980,71
New Hampshire,Blank Vote,3.0,1980,68
New Jersey,"Reagan, Ronald",2.0,1980,1546557
New Jersey,"Carter, Jimmy",1.0,1980,1147364
New Jersey,"Anderson, John B.",3.0,1980,234632
New Jersey,"Clark, Edward """"Ed""""",3.0,1980,20652
New Jersey,"Commoner, Barry",3.0,1980,8203
New Jersey,"McCormack, Ellen",3.0,1980,3927
New Jersey,"Lynen, Kurt",3.0,1980,3694
New Jersey,"Hall, Gus",3.0,1980,2555
New Jersey,"Pulley, Andrew",3.0,1980,2198
New Jersey,"McReynolds, David",3.0,1980,1973
New Jersey,"Gahres, William """"Bill""""",3.0,1980,1718
New Jersey,"Griswold, Deirdre",3.0,1980,1288
New Jersey,"Wendelken, Martin E.",3.0,1980,923
New Mexico,"Reagan, Ronald",2.0,1980,250779
New Mexico,"Carter, Jimmy",1.0,1980,167826
New Mexico,"Anderson, John B.",3.0,1980,29459
New Mexico,"Clark, Edward """"Ed""""",3.0,1980,4365
New Mexico,"Commoner, Barry",3.0,1980,2202
New Mexico,"Bubar, Benjamin """"Ben""""",3.0,1980,1281
New Mexico,"Pulley, Andrew",3.0,1980,325
New York,"Carter, Jimmy",1.0,1980,2728372
New York,"Reagan, Ronald",2.0,1980,2637700
New York,"Anderson, John B.",3.0,1980,467801
New York,"Reagan, Ronald",3.0,1980,256131
New York,"Clark, Edward """"Ed""""",3.0,1980,52648
New York,"McCormack, Ellen",3.0,1980,24159
New York,"Commoner, Barry",3.0,1980,23186
New York,"Hall, Gus",3.0,1980,7414
New York,"Deberry, Clifton",3.0,1980,2068
New York,"Griswold, Deirdre",3.0,1980,1416
New York,Blank Vote,3.0,1980,1064
North Carolina,"Reagan, Ronald",2.0,1980,915018
North Carolina,"Carter, Jimmy",1.0,1980,875635
North Carolina,"Anderson, John B.",3.0,1980,52800
North Carolina,"Clark, Edward """"Ed""""",3.0,1980,9677
North Carolina,"Commoner, Barry",3.0,1980,2287
North Carolina,"Deberry, Clifton",3.0,1980,416
North Dakota,"Reagan, Ronald",2.0,1980,193695
North Dakota,"Carter, Jimmy",1.0,1980,79189
North Dakota,"Anderson, John B.",3.0,1980,23640
North Dakota,"Clark, Edward """"Ed""""",3.0,1980,3743
North Dakota,"McLain, Harley",3.0,1980,296
North Dakota,"Greaves, Percy L, Jr.",3.0,1980,235
North Dakota,"Hall, Gus",3.0,1980,93
North Dakota,"Deberry, Clifton",3.0,1980,89
North Dakota,"McReynolds, David",3.0,1980,82
North Dakota,"Bubar, Benjamin """"Ben""""",3.0,1980,54
Ohio,"Reagan, Ronald",2.0,1980,2206545
Ohio,"Carter, Jimmy",1.0,1980,1752414
Ohio,"Anderson, John B.",3.0,1980,254472
Ohio,"Clark, Edward """"Ed""""",3.0,1980,49033
Ohio,"Commoner, Barry",3.0,1980,8564
Ohio,"Hall, Gus",3.0,1980,4729
Ohio,"Congress, Richard",3.0,1980,4029
Ohio,"Griswold, Deirdre",3.0,1980,3790
Ohio,"Bubar, Benjamin """"Ben""""",3.0,1980,27
Oklahoma,"Reagan, Ronald",2.0,1980,695570
Oklahoma,"Carter, Jimmy",1.0,1980,402026
Oklahoma,"Anderson, John B.",3.0,1980,38284
Oklahoma,"Clark, Edward """"Ed""""",3.0,1980,13828
Oregon,"Reagan, Ronald",2.0,1980,571044
Oregon,"Carter, Jimmy",1.0,1980,456890
Oregon,"Anderson, John B.",3.0,1980,112389
Oregon,"Clark, Edward """"Ed""""",3.0,1980,25838
Oregon,"Commoner, Barry",3.0,1980,13642
Oregon,Blank Vote,3.0,1980,1713
Pennsylvania,"Reagan, Ronald",2.0,1980,2261872
Pennsylvania,"Carter, Jimmy",1.0,1980,1937540
Pennsylvania,"Anderson, John B.",3.0,1980,292921
Pennsylvania,"Clark, Edward """"Ed""""",3.0,1980,33263
Pennsylvania,"Deberry, Clifton",3.0,1980,20291
Pennsylvania,"Commoner, Barry",3.0,1980,10430
Pennsylvania,"Hall, Gus",3.0,1980,5184
Rhode Island,"Carter, Jimmy",1.0,1980,198342
Rhode Island,"Reagan, Ronald",2.0,1980,154793
Rhode Island,"Anderson, John B.",3.0,1980,59819
Rhode Island,"Clark, Edward """"Ed""""",3.0,1980,2458
Rhode Island,"Hall, Gus",3.0,1980,218
Rhode Island,"McReynolds, David",3.0,1980,170
Rhode Island,"Deberry, Clifton",3.0,1980,90
Rhode Island,"Griswold, Deirdre",3.0,1980,77
South Carolina,"Reagan, Ronald",2.0,1980,439277
South Carolina,"Carter, Jimmy",1.0,1980,428220
South Carolina,"Anderson, John B.",3.0,1980,13868
South Carolina,"Clark, Edward """"Ed""""",3.0,1980,4807
South Carolina,"Rarick, John",3.0,1980,2086
South Dakota,"Reagan, Ronald",2.0,1980,198343
South Dakota,"Carter, Jimmy",1.0,1980,103855
South Dakota,"Anderson, John B.",3.0,1980,21431
South Dakota,"Clark, Edward """"Ed""""",3.0,1980,3824
South Dakota,"Pulley, Andrew",3.0,1980,250
Tennessee,"Reagan, Ronald",2.0,1980,787761
Tennessee,"Carter, Jimmy",1.0,1980,783051
Tennessee,"Anderson, John B.",3.0,1980,35991
Tennessee,"Clark, Edward """"Ed""""",3.0,1980,7116
Tennessee,"Commoner, Barry",3.0,1980,1112
Tennessee,"Bubar, Benjamin """"Ben""""",3.0,1980,521
Tennessee,"McReynolds, David",3.0,1980,519
Tennessee,"Hall, Gus",3.0,1980,503
Tennessee,"Deberry, Clifton",3.0,1980,490
Tennessee,"Griswold, Deirdre",3.0,1980,400
Tennessee,Blank Vote,3.0,1980,152
Texas,"Reagan, Ronald",2.0,1980,2510705
Texas,"Carter, Jimmy",1.0,1980,1881147
Texas,"Anderson, John B.",3.0,1980,111613
Texas,"Clark, Edward """"Ed""""",3.0,1980,37643
Texas,Blank Vote,3.0,1980,528
Utah,"Reagan, Ronald",2.0,1980,439687
Utah,"Carter, Jimmy",1.0,1980,124266
Utah,"Anderson, John B.",3.0,1980,30284
Utah,"Clark, Edward """"Ed""""",3.0,1980,7156
Utah,"Commoner, Barry",3.0,1980,1009
Utah,"Greaves, Percy L, Jr.",3.0,1980,965
Utah,"Rarick, John",3.0,1980,522
Utah,"Hall, Gus",3.0,1980,139
Utah,"Deberry, Clifton",3.0,1980,124
Vermont,"Reagan, Ronald",2.0,1980,94628
Vermont,"Carter, Jimmy",1.0,1980,81952
Vermont,"Anderson, John B.",3.0,1980,31761
Vermont,"Commoner, Barry",3.0,1980,2316
Vermont,"Clark, Edward """"Ed""""",3.0,1980,1900
Vermont,Blank Vote,3.0,1980,413
Vermont,"McReynolds, David",3.0,1980,136
Vermont,"Hall, Gus",3.0,1980,118
Vermont,"Deberry, Clifton",3.0,1980,75
Virginia,"Reagan, Ronald",2.0,1980,989609
Virginia,"Carter, Jimmy",1.0,1980,752174
Virginia,"Anderson, John B.",3.0,1980,95418
Virginia,"Commoner, Barry",3.0,1980,14024
Virginia,"Clark, Edward """"Ed""""",3.0,1980,12821
Virginia,"Deberry, Clifton",3.0,1980,1986
Washington,"Reagan, Ronald",2.0,1980,865244
Washington,"Carter, Jimmy",1.0,1980,650193
Washington,"Anderson, John B.",3.0,1980,185073
Washington,"Clark, Edward """"Ed""""",3.0,1980,29213
Washington,"Commoner, Barry",3.0,1980,9403
Washington,"Deberry, Clifton",3.0,1980,1137
Washington,"McReynolds, David",3.0,1980,956
Washington,"Hall, Gus",3.0,1980,834
Washington,"Griswold, Deirdre",3.0,1980,341
West Virginia,"Carter, Jimmy",1.0,1980,367462
West Virginia,"Reagan, Ronald",2.0,1980,334206
West Virginia,"Anderson, John B.",3.0,1980,31691
West Virginia,"Clark, Edward """"Ed""""",3.0,1980,4356
Wisconsin,"Reagan, Ronald",2.0,1980,1088845
Wisconsin,"Carter, Jimmy",1.0,1980,981584
Wisconsin,"Anderson, John B.",3.0,1980,160657
Wisconsin,"Clark, Edward """"Ed""""",3.0,1980,29135
Wisconsin,"Commoner, Barry",3.0,1980,7767
Wisconsin,"Rarick, John",3.0,1980,1519
Wisconsin,Blank Vote,3.0,1980,1337
Wisconsin,"McReynolds, David",3.0,1980,808
Wisconsin,"Hall, Gus",3.0,1980,772
Wisconsin,"Griswold, Deirdre",3.0,1980,414
Wisconsin,"Deberry, Clifton",3.0,1980,383
Wyoming,"Reagan, Ronald",2.0,1980,110700
Wyoming,"Carter, Jimmy",1.0,1980,49427
Wyoming,"Anderson, John B.",3.0,1980,12072
Wyoming,"Clark, Edward """"Ed""""",3.0,1980,4514
Alabama,"Reagan, Ronald",2.0,1984,872849
Alabama,"Mondale, Walter",1.0,1984,551899
Alabama,"Bergland, David",3.0,1984,9504
Alabama,"Hall, Gus",3.0,1984,4671
Alabama,"Richards, Bob",3.0,1984,1401
Alabama,"Mason, Melvin",3.0,1984,730
Alabama,"Serrette, Dennis",3.0,1984,659
Alaska,"Reagan, Ronald",2.0,1984,138377
Alaska,"Mondale, Walter",1.0,1984,62007
Alaska,"Bergland, David",3.0,1984,6378
Alaska,Other,3.0,1984,843
Arizona,"Reagan, Ronald",2.0,1984,681416
Arizona,"Mondale, Walter",1.0,1984,333854
Arizona,"Bergland, David",3.0,1984,10585
Arizona,Other,3.0,1984,42
Arkansas,"Reagan, Ronald",2.0,1984,534774
Arkansas,"Mondale, Walter",1.0,1984,338646
Arkansas,"Bergland, David",3.0,1984,2221
Arkansas,"Larouche, Lyndon, Jr.",3.0,1984,1890
Arkansas,"Hall, Gus",3.0,1984,1499
Arkansas,"Richards, Bob",3.0,1984,1461
Arkansas,"Serrette, Dennis",3.0,1984,1291
Arkansas,"Johnson, Sonia",3.0,1984,960
Arkansas,"Dodge, Earl",3.0,1984,842
Arkansas,"Lowery, Arthur",3.0,1984,822
California,"Reagan, Ronald",2.0,1984,5467009
California,"Mondale, Walter",1.0,1984,3922519
California,"Bergland, David",3.0,1984,49951
California,"Richards, Bob",3.0,1984,39265
California,"Johnson, Sonia",3.0,1984,26297
Colorado,"Reagan, Ronald",2.0,1984,821817
Colorado,"Mondale, Walter",1.0,1984,454975
Colorado,"Bergland, David",3.0,1984,11257
Colorado,"Larouche, Lyndon, Jr.",3.0,1984,4662
Colorado,"Serrette, Dennis",3.0,1984,978
Colorado,"Dodge, Earl",3.0,1984,858
Colorado,"Mason, Melvin",3.0,1984,810
Colorado,Other,3.0,1984,23
Connecticut,"Reagan, Ronald",2.0,1984,890877
Connecticut,"Mondale, Walter",1.0,1984,569597
Connecticut,"Hall, Gus",3.0,1984,4826
Connecticut,"Serrette, Dennis",3.0,1984,1374
Connecticut,Other,3.0,1984,226
Delaware,"Reagan, Ronald",2.0,1984,152190
Delaware,"Mondale, Walter",1.0,1984,101656
Delaware,"Dennis, Delmar",3.0,1984,269
Delaware,"Bergland, David",3.0,1984,268
Delaware,"Johnson, Sonia",3.0,1984,121
Delaware,"Serrette, Dennis",3.0,1984,68
District of Columbia,"Mondale, Walter",1.0,1984,180408
District of Columbia,"Reagan, Ronald",2.0,1984,29009
District of Columbia,Other,3.0,1984,809
District of Columbia,"Bergland, David",3.0,1984,279
District of Columbia,"Hall, Gus",3.0,1984,257
District of Columbia,"Serrette, Dennis",3.0,1984,165
District of Columbia,"Larouche, Lyndon, Jr.",3.0,1984,127
District of Columbia,"Mason, Melvin",3.0,1984,127
District of Columbia,"Holmes, Larry",3.0,1984,107
Florida,"Reagan, Ronald",2.0,1984,2730350
Florida,"Mondale, Walter",1.0,1984,1448816
Florida,Other,3.0,1984,885
Georgia,"Reagan, Ronald",2.0,1984,1068722
Georgia,"Mondale, Walter",1.0,1984,706628
Georgia,Other,3.0,1984,753
Hawaii,"Reagan, Ronald",2.0,1984,185050
Hawaii,"Mondale, Walter",1.0,1984,147154
Hawaii,"Bergland, David",3.0,1984,2167
Hawaii,"Hall, Gus",3.0,1984,821
Hawaii,"Larouche, Lyndon, Jr.",3.0,1984,654
Idaho,"Reagan, Ronald",2.0,1984,297523
Idaho,"Mondale, Walter",1.0,1984,108510
Idaho,"Bergland, David",3.0,1984,2823
Idaho,"Richards, Bob",3.0,1984,2288
Illinois,"Reagan, Ronald",2.0,1984,2707103
Illinois,"Mondale, Walter",1.0,1984,2086499
Illinois,"Bergland, David",3.0,1984,10086
Illinois,"Hall, Gus",3.0,1984,4672
Illinois,"Johnson, Sonia",3.0,1984,2716
Illinois,"Winn, Edward",3.0,1984,2632
Illinois,"Serrette, Dennis",3.0,1984,2386
Illinois,"Mason, Melvin",3.0,1984,2132
Illinois,Other,3.0,1984,862
Indiana,"Reagan, Ronald",2.0,1984,1377230
Indiana,"Mondale, Walter",1.0,1984,841481
Indiana,"Dennis, Delmar",3.0,1984,7617
Indiana,"Bergland, David",3.0,1984,6741
Iowa,"Reagan, Ronald",2.0,1984,703088
Iowa,"Mondale, Walter",1.0,1984,605620
Iowa,"Larouche, Lyndon, Jr.",3.0,1984,6248
Iowa,"Bergland, David",3.0,1984,1844
Iowa,Other,3.0,1984,1051
Iowa,"Baker, Gerald",3.0,1984,892
Iowa,"Serrette, Dennis",3.0,1984,463
Iowa,"Mason, Melvin",3.0,1984,313
Iowa,"Hall, Gus",3.0,1984,286
Kansas,"Reagan, Ronald",2.0,1984,677296
Kansas,"Mondale, Walter",1.0,1984,333149
Kansas,"Richards, Bob",3.0,1984,3564
Kansas,"Bergland, David",3.0,1984,3329
Kansas,"Serrette, Dennis",3.0,1984,2544
Kansas,"Dodge, Earl",3.0,1984,2109
Kentucky,"Reagan, Ronald",2.0,1984,821702
Kentucky,"Mondale, Walter",1.0,1984,539539
Kentucky,"Mason, Melvin",3.0,1984,3129
Kentucky,"Larouche, Lyndon, Jr.",3.0,1984,1776
Kentucky,"Anderson, John B.",3.0,1984,1479
Kentucky,"Johnson, Sonia",3.0,1984,599
Kentucky,"Dennis, Delmar",3.0,1984,428
Kentucky,"Serrette, Dennis",3.0,1984,365
Kentucky,"Hall, Gus",3.0,1984,328
Louisiana,"Reagan, Ronald",2.0,1984,1037299
Louisiana,"Mondale, Walter",1.0,1984,651586
Louisiana,"Johnson, Sonia",3.0,1984,9502
Louisiana,"Larouche, Lyndon, Jr.",3.0,1984,3552
Louisiana,"Bergland, David",3.0,1984,1876
Louisiana,"Richards, Bob",3.0,1984,1310
Louisiana,"Mason, Melvin",3.0,1984,1164
Louisiana,"Serrette, Dennis",3.0,1984,533
Maine,"Reagan, Ronald",2.0,1984,336500
Maine,"Mondale, Walter",1.0,1984,214515
Maine,"Hall, Gus",3.0,1984,1292
Maine,"Serrette, Dennis",3.0,1984,755
Maine,Other,3.0,1984,82
Maryland,"Reagan, Ronald",2.0,1984,879918
Maryland,"Mondale, Walter",1.0,1984,787935
Maryland,"Bergland, David",3.0,1984,5721
Maryland,"Hall, Gus",3.0,1984,898
Maryland,"Holmes, Larry",3.0,1984,745
Maryland,"Serrette, Dennis",3.0,1984,656
Massachusetts,"Reagan, Ronald",2.0,1984,1310936
Massachusetts,"Mondale, Walter",1.0,1984,1239606
Massachusetts,"Serrette, Dennis",3.0,1984,7998
Massachusetts,Other,3.0,1984,843
Michigan,"Reagan, Ronald",2.0,1984,2251571
Michigan,"Mondale, Walter",1.0,1984,1529638
Michigan,"Bergland, David",3.0,1984,10055
Michigan,"Larouche, Lyndon, Jr.",3.0,1984,3862
Michigan,"Holmes, Larry",3.0,1984,1416
Michigan,"Johnson, Sonia",3.0,1984,1191
Michigan,"Mason, Melvin",3.0,1984,1049
Michigan,"Hall, Gus",3.0,1984,1048
Michigan,"Serrette, Dennis",3.0,1984,665
Michigan,Other,3.0,1984,602
Michigan,"Winn, Edward",3.0,1984,561
Minnesota,"Mondale, Walter",1.0,1984,1036364
Minnesota,"Reagan, Ronald",2.0,1984,1032603
Minnesota,"Larouche, Lyndon, Jr.",3.0,1984,3865
Minnesota,"Mason, Melvin",3.0,1984,3180
Minnesota,"Bergland, David",3.0,1984,2996
Minnesota,"Richards, Bob",3.0,1984,2377
Minnesota,"Johnson, Sonia",3.0,1984,1219
Minnesota,Other,3.0,1984,723
Minnesota,"Hall, Gus",3.0,1984,630
Minnesota,"Winn, Edward",3.0,1984,260
Minnesota,"Serrette, Dennis",3.0,1984,232
Mississippi,"Reagan, Ronald",2.0,1984,582377
Mississippi,"Mondale, Walter",1.0,1984,352192
Mississippi,"Bergland, David",3.0,1984,2336
Mississippi,"Holmes, Larry",3.0,1984,1169
Mississippi,"Mason, Melvin",3.0,1984,1032
Mississippi,"Larouche, Lyndon, Jr.",3.0,1984,1001
Mississippi,"Richards, Bob",3.0,1984,641
Mississippi,"Serrette, Dennis",3.0,1984,356
Missouri,"Reagan, Ronald",2.0,1984,1274188
Missouri,"Mondale, Walter",1.0,1984,848583
Montana,"Reagan, Ronald",2.0,1984,232450
Montana,"Mondale, Walter",1.0,1984,146742
Montana,"Bergland, David",3.0,1984,5185
Nebraska,"Reagan, Ronald",2.0,1984,460054
Nebraska,"Mondale, Walter",1.0,1984,187866
Nebraska,"Bergland, David",3.0,1984,2079
Nebraska,"Mason, Melvin",3.0,1984,1066
Nebraska,"Serrette, Dennis",3.0,1984,1025
Nevada,"Reagan, Ronald",2.0,1984,188770
Nevada,"Mondale, Walter",1.0,1984,91655
Nevada,"Bergland, David",3.0,1984,2292
New Hampshire,"Reagan, Ronald",2.0,1984,267050
New Hampshire,"Mondale, Walter",1.0,1984,120347
New Hampshire,"Bergland, David",3.0,1984,735
New Hampshire,"Larouche, Lyndon, Jr.",3.0,1984,467
New Hampshire,"Serrette, Dennis",3.0,1984,305
New Jersey,"Reagan, Ronald",2.0,1984,1933630
New Jersey,"Mondale, Walter",1.0,1984,1261323
New Jersey,"Holmes, Larry",3.0,1984,8404
New Jersey,"Bergland, David",3.0,1984,6416
New Jersey,"Serrette, Dennis",3.0,1984,2293
New Jersey,"Winn, Edward",3.0,1984,1721
New Jersey,"Hall, Gus",3.0,1984,1564
New Jersey,"Mason, Melvin",3.0,1984,1264
New Jersey,"Johnson, Sonia",3.0,1984,1247
New Mexico,"Reagan, Ronald",2.0,1984,307101
New Mexico,"Mondale, Walter",1.0,1984,201769
New Mexico,"Bergland, David",3.0,1984,4459
New Mexico,"Johnson, Sonia",3.0,1984,455
New Mexico,"Mason, Melvin",3.0,1984,224
New Mexico,"Dodge, Earl",3.0,1984,206
New Mexico,"Serrette, Dennis",3.0,1984,155
New Mexico,Other,3.0,1984,1
New York,"Reagan, Ronald",2.0,1984,3376519
New York,"Mondale, Walter",1.0,1984,3001285
New York,"Reagan, Ronald",3.0,1984,288244
New York,"Mondale, Walter",3.0,1984,118324
New York,"Bergland, David",3.0,1984,11949
New York,"Hall, Gus",3.0,1984,4226
New York,"Serrette, Dennis",3.0,1984,3200
New York,"Holmes, Larry",3.0,1984,2226
New York,Other,3.0,1984,837
North Carolina,"Reagan, Ronald",2.0,1984,1346481
North Carolina,"Mondale, Walter",1.0,1984,824287
North Carolina,"Bergland, David",3.0,1984,3794
North Carolina,"Mason, Melvin",3.0,1984,799
North Dakota,"Reagan, Ronald",2.0,1984,200336
North Dakota,"Mondale, Walter",1.0,1984,104429
North Dakota,"Larouche, Lyndon, Jr.",3.0,1984,1278
North Dakota,"Richards, Bob",3.0,1984,1077
North Dakota,"Bergland, David",3.0,1984,703
North Dakota,"Johnson, Sonia",3.0,1984,368
North Dakota,"Mason, Melvin",3.0,1984,239
North Dakota,"Dodge, Earl",3.0,1984,220
North Dakota,"Hall, Gus",3.0,1984,169
North Dakota,"Serrette, Dennis",3.0,1984,152
Ohio,"Reagan, Ronald",2.0,1984,2678559
Ohio,"Mondale, Walter",1.0,1984,1825440
Ohio,"Serrette, Dennis",3.0,1984,24180
Ohio,"Larouche, Lyndon, Jr.",3.0,1984,10693
Ohio,"Winn, Edward",3.0,1984,7130
Ohio,"Bergland, David",3.0,1984,5886
Ohio,"Hall, Gus",3.0,1984,4438
Ohio,"Mason, Melvin",3.0,1984,4344
Ohio,"Holmes, Larry",3.0,1984,2565
Oklahoma,"Reagan, Ronald",2.0,1984,861530
Oklahoma,"Mondale, Walter",1.0,1984,385080
Oklahoma,"Bergland, David",3.0,1984,9066
Oregon,"Reagan, Ronald",2.0,1984,685700
Oregon,"Mondale, Walter",1.0,1984,536479
Oregon,Other,3.0,1984,4348
Pennsylvania,"Reagan, Ronald",2.0,1984,2584323
Pennsylvania,"Mondale, Walter",1.0,1984,2228131
Pennsylvania,"Johnson, Sonia",3.0,1984,21628
Pennsylvania,"Bergland, David",3.0,1984,6982
Pennsylvania,"Winn, Edward",3.0,1984,2059
Pennsylvania,"Hall, Gus",3.0,1984,1780
Rhode Island,"Reagan, Ronald",2.0,1984,212080
Rhode Island,"Mondale, Walter",1.0,1984,197106
Rhode Island,"Richards, Bob",3.0,1984,510
Rhode Island,"Bergland, David",3.0,1984,277
Rhode Island,"Johnson, Sonia",3.0,1984,240
Rhode Island,"Holmes, Larry",3.0,1984,91
Rhode Island,"Hall, Gus",3.0,1984,75
Rhode Island,"Mason, Melvin",3.0,1984,61
Rhode Island,"Serrette, Dennis",3.0,1984,49
South Carolina,"Reagan, Ronald",2.0,1984,615539
South Carolina,"Mondale, Walter",1.0,1984,344459
South Carolina,"Bergland, David",3.0,1984,4359
South Carolina,"Dennis, Delmar",3.0,1984,3490
South Carolina,"Serrette, Dennis",3.0,1984,682
South Dakota,"Reagan, Ronald",2.0,1984,200267
South Dakota,"Mondale, Walter",1.0,1984,116113
South Dakota,"Serrette, Dennis",3.0,1984,1150
South Dakota,"Mason, Melvin",3.0,1984,337
Tennessee,"Reagan, Ronald",2.0,1984,990212
Tennessee,"Mondale, Walter",1.0,1984,711714
Tennessee,"Bergland, David",3.0,1984,3072
Tennessee,"Larouche, Lyndon, Jr.",3.0,1984,1852
Tennessee,"Richards, Bob",3.0,1984,1763
Tennessee,"Hall, Gus",3.0,1984,1036
Tennessee,"Johnson, Sonia",3.0,1984,978
Tennessee,"Mason, Melvin",3.0,1984,715
Tennessee,"Serrette, Dennis",3.0,1984,524
Tennessee,Other,3.0,1984,127
Texas,"Reagan, Ronald",2.0,1984,3433428
Texas,"Mondale, Walter",1.0,1984,1949276
Texas,"Larouche, Lyndon, Jr.",3.0,1984,14613
Texas,Other,3.0,1984,254
Utah,"Reagan, Ronald",2.0,1984,469105
Utah,"Mondale, Walter",1.0,1984,155369
Utah,"Bergland, David",3.0,1984,2447
Utah,"Dennis, Delmar",3.0,1984,1345
Utah,"Johnson, Sonia",3.0,1984,844
Utah,"Serrette, Dennis",3.0,1984,220
Utah,"Hall, Gus",3.0,1984,184
Utah,"Mason, Melvin",3.0,1984,142
Vermont,"Reagan, Ronald",2.0,1984,135865
Vermont,"Mondale, Walter",1.0,1984,95730
Vermont,"Bergland, David",3.0,1984,1002
Vermont,Other,3.0,1984,712
Vermont,"Larouche, Lyndon, Jr.",3.0,1984,423
Vermont,"Serrette, Dennis",3.0,1984,323
Vermont,"Johnson, Sonia",3.0,1984,264
Vermont,"Mason, Melvin",3.0,1984,127
Vermont,"Hall, Gus",3.0,1984,115
Virginia,"Reagan, Ronald",2.0,1984,1337078
Virginia,"Mondale, Walter",1.0,1984,796250
Virginia,"Larouche, Lyndon, Jr.",3.0,1984,13307
Washington,"Reagan, Ronald",2.0,1984,1051670
Washington,"Mondale, Walter",1.0,1984,798352
Washington,"Bergland, David",3.0,1984,8844
Washington,"Richards, Bob",3.0,1984,5724
Washington,"Larouche, Lyndon, Jr.",3.0,1984,4712
Washington,"Johnson, Sonia",3.0,1984,1891
Washington,"Serrette, Dennis",3.0,1984,1654
Washington,"Hall, Gus",3.0,1984,814
Washington,"Holmes, Larry",3.0,1984,641
Washington,"Mason, Melvin",3.0,1984,608
West Virginia,"Reagan, Ronald",2.0,1984,405483
West Virginia,"Mondale, Walter",1.0,1984,328125
West Virginia,"Richards, Bob",3.0,1984,996
West Virginia,"Mason, Melvin",3.0,1984,645
West Virginia,"Serrette, Dennis",3.0,1984,493
Wisconsin,"Reagan, Ronald",2.0,1984,1198584
Wisconsin,"Mondale, Walter",1.0,1984,995740
Wisconsin,"Bergland, David",3.0,1984,4883
Wisconsin,"Richards, Bob",3.0,1984,3864
Wisconsin,"Larouche, Lyndon, Jr.",3.0,1984,3791
Wisconsin,"Johnson, Sonia",3.0,1984,1456
Wisconsin,"Serrette, Dennis",3.0,1984,1006
Wisconsin,Other,3.0,1984,706
Wisconsin,"Holmes, Larry",3.0,1984,619
Wisconsin,"Hall, Gus",3.0,1984,596
Wisconsin,"Mason, Melvin",3.0,1984,444
Wyoming,"Reagan, Ronald",2.0,1984,133241
Wyoming,"Mondale, Walter",1.0,1984,53370
Wyoming,"Bergland, David",3.0,1984,2357
Alabama,"Bush, George H.W.",2.0,1988,815576
Alabama,"Dukakis, Michael",1.0,1988,549506
Alabama,"Paul, Ronald """"Ron""""",3.0,1988,8460
Alabama,"Winn, Edward",3.0,1988,4428
Alabama,Blank Vote,3.0,1988,506
Alaska,"Bush, George H.W.",2.0,1988,119251
Alaska,"Dukakis, Michael",1.0,1988,72584
Alaska,"Paul, Ronald """"Ron""""",3.0,1988,5484
Alaska,"Fulani, Lenora",3.0,1988,1024
Alaska,Blank Vote,3.0,1988,957
Alaska,"Larouche, Lyndon, Jr.",3.0,1988,816
Arizona,"Bush, George H.W.",2.0,1988,702541
Arizona,"Dukakis, Michael",1.0,1988,454029
Arizona,"Paul, Ronald """"Ron""""",3.0,1988,13351
Arizona,"Fulani, Lenora",3.0,1988,1662
Arizona,Blank Vote,3.0,1988,290
Arkansas,"Bush, George H.W.",2.0,1988,466578
Arkansas,"Dukakis, Michael",1.0,1988,349237
Arkansas,"Dodge, Earl",3.0,1988,5146
Arkansas,"Paul, Ronald """"Ron""""",3.0,1988,3297
Arkansas,"Fulani, Lenora",3.0,1988,2161
Arkansas,"Dodge, Earl",3.0,1988,1319
California,"Bush, George H.W.",2.0,1988,5054917
California,"Dukakis, Michael",1.0,1988,4702233
California,"Paul, Ronald """"Ron""""",3.0,1988,70105
California,"Fulani, Lenora",3.0,1988,58999
California,Blank Vote,3.0,1988,811
Colorado,"Bush, George H.W.",2.0,1988,728177
Colorado,"Dukakis, Michael",1.0,1988,621453
Colorado,"Paul, Ronald """"Ron""""",3.0,1988,15482
Colorado,"Dodge, Earl",3.0,1988,4604
Colorado,"Fulani, Lenora",3.0,1988,2539
Colorado,Blank Vote,3.0,1988,139
Connecticut,"Bush, George H.W.",2.0,1988,750241
Connecticut,"Dukakis, Michael",1.0,1988,676584
Connecticut,"Paul, Ronald """"Ron""""",3.0,1988,14071
Connecticut,"Fulani, Lenora",3.0,1988,2491
Connecticut,Blank Vote,3.0,1988,7
Delaware,"Bush, George H.W.",2.0,1988,139639
Delaware,"Dukakis, Michael",1.0,1988,108647
Delaware,"Paul, Ronald """"Ron""""",3.0,1988,1162
Delaware,"Fulani, Lenora",3.0,1988,443
District of Columbia,"Dukakis, Michael",1.0,1988,159407
District of Columbia,"Bush, George H.W.",2.0,1988,27590
District of Columbia,Blank Vote,3.0,1988,3064
District of Columbia,Blank Vote,3.0,1988,1553
